,Test set accuracy,Train set accuracy,Number of trainable parameters,Number of layers,Regularization methods,Number of epochs,Choice of loss function,Choice of optimizer,Embedding dimension
0,0.8449941277503967,0.820102870464325,885893,5,Dropout,4,binary_crossentropy,adam,32
